1,2,3,4,5,6,7,8,9
8.34,9.89,357.9,54.6,4.82,1.98,7.8935,2970,0.076
8.35,9.9,356.7,45,5.69,1.96,7.8935,2970,0.078
8.39,9.36,354.7,55.5,1.74,1.94,7.8935,2970,0.077
8.36,9.51,354,60.2,2.05,1.93,7.8935,2970,0.074
8.37,9.36,353.8,61.8,1.81,1.96,7.9355,3185,0.072
8.36,9.04,352.8,62.2,1.69,1.93,7.9355,3185,0.071
8.4,9.02,353.5,62.7,1.93,1.92,7.9355,3185,0.067
8.42,8.9,351.5,61.9,2.02,1.94,7.9355,3185,0.072
8.41,8.94,352.2,63.2,1.77,1.94,7.96,3220,0.066
8.42,8.94,352.2,62.8,1.52,1.94,7.96,3220,0.069
8.42,8.68,351.2,57.2,1.64,1.96,7.96,3220,0.071
8.4,8.81,352.3,59.8,1.66,1.94,7.96,3220,0.066
8.38,8.95,353.3,57.3,2,1.94,7.9405,3045,0.07
8.39,8.9,353.3,61.2,1.74,1.99,7.9405,3045,0.076
8.39,8.87,352.6,62.9,2.05,1.96,7.9405,3045,0.077
8.45,8.64,348.7,59.7,1.86,2,7.9405,3045,0.08
8.38,8.77,352.3,66.9,1.82,1.93,7.9405,3045,0.078
8.38,8.86,355,64.1,1.92,1.91,7.907,2990,0.068
8.39,8.83,354.2,60.1,1.61,1.92,7.907,2990,0.071
8.41,8.84,355.4,65.1,1.96,1.84,7.779,2540,0.065
8.4,9.05,357.1,70.1,1.37,1.86,7.779,2540,0.062
8.38,9.24,357.9,65.8,1.47,1.88,7.659,2520,0.068
8.35,9.39,360.9,69.9,1.65,1.83,7.659,2520,0.067
8.36,9.11,356.9,68.1,1.69,1.88,7.659,2520,0.07
8.41,8.84,357.4,68.9,1.81,1.84,7.659,2520,0.071
8.38,8.97,358.1,73.9,1.77,1.84,7.659,2520,0.07
8.37,9.16,360.4,70.4,1.48,1.86,7.551,2405,0.07
8.38,9.26,361.5,74.2,1.86,1.86,7.551,2405,0.07
8.4,9.14,359.4,70.1,1.73,1.85,7.551,2405,0.071
8.46,8.78,355.7,65.2,1.74,1.87,7.551,2405,0.069
8.42,8.94,360,70.3,1.78,1.84,7.551,2405,0.071
8.39,9.42,363.5,65.1,1.31,1.88,7.4555,1905,0.071
8.39,9.39,363.8,69.1,1.46,1.83,7.4555,1905,0.076
8.41,9.11,364.1,62.6,1.46,1.88,7.4555,1905,0.072
8.21,8.84,364.4,62.8,1.64,1.83,7.4555,1905,0.09
8.23,8.71,362.6,61.1,2.01,1.84,7.4555,1905,0.068
8.24,8.74,364.4,58.2,1.7,1.82,7.336,1780,0.067
8.23,8.85,364.9,58.9,1.55,1.82,7.336,1780,0.067
8.21,9.04,366.8,59.4,1.42,1.83,7.336,1780,0.067
8.22,9.04,366.1,56.1,1.86,1.81,7.336,1780,0.067
8.23,9.12,366.4,55.8,1.81,1.79,7.336,1780,0.065
8.23,9.22,368,59.2,1.08,1.77,7.2825,1700,0.07
8.23,9.22,368.9,59.8,1.21,1.79,7.2825,1700,0.069
8.25,9.1,364.9,57.3,1.29,1.79,7.2825,1700,0.068
8.28,9,362,55.8,1.52,1.81,7.2825,1700,0.069
8.25,9.25,367.3,60.4,1.53,1.77,7.2825,1700,0.067
8.23,9.3,370.4,62.6,1.53,1.83,7.1255,1710,0.069
8.23,9.48,373.6,70.7,1.56,1.78,7.1255,1710,0.077
8.26,9.31,370.1,62.6,1.91,1.78,7.1255,1710,0.07
8.3,8.91,362.8,61.2,1.45,1.84,7.1255,1710,0.066
8.25,9.28,372.6,63.8,1.43,1.79,7.1255,1710,0.065
8.24,9.4,375.5,61.8,1.66,1.86,6.966,1700,0.072
8.24,9.4,374.9,60,1.19,1.79,6.966,1700,0.069
8.26,9.45,372.9,52,1.55,1.8,6.966,1700,0.07
8.32,9.01,365.5,57.7,1.21,1.8,6.966,1700,0.07
8.28,9.18,367.4,51.8,1.46,1.81,6.966,1700,0.068
8.28,9.2,369.5,60.7,1.71,1.8,6.8655,1565,0.067
8.25,9.26,371.8,62.8,1.4,1.76,6.8655,1565,0.069
8.29,9.31,367.7,57.4,1.45,1.77,6.8655,1565,0.07
8.29,9.21,369.6,58.4,1.43,1.74,6.8655,1565,0.067
8.29,9.18,369.6,60.2,1.25,1.76,6.8655,1565,0.065
8.3,9.2,369.5,56.2,1.19,1.75,6.8315,1350,0.067
8.31,9.2,372.7,57.6,1.28,1.75,6.8315,1350,0.063
8.31,9.24,369.2,53.9,1.45,1.74,6.8315,1350,0.066
8.35,8.92,365.6,50.8,1.03,1.74,6.8315,1350,0.062
8.31,9.08,369.9,50.3,1.28,1.77,6.8315,1350,0.063
8.31,9.16,370,48.9,0.82,1.74,6.8215,1140,0.062
8.29,9.17,372.9,48.7,1.42,1.74,6.8215,1140,0.062
8.31,9.25,369.3,38.4,1.21,1.73,6.8215,1140,0.059
8.29,9.32,375.3,43.7,1.46,1.75,6.8215,1140,0.059
8.28,9.3,375.9,44.2,1.31,1.75,6.7985,1125,0.06
8.27,9.35,376.9,46.4,1.1,1.77,6.7985,1125,0.064
8.27,9.41,377.2,45.9,1.35,1.72,6.7985,1125,0.062
8.31,9.41,373.7,44.4,0.93,1.75,6.7985,1125,0.061
8.36,8.87,369.4,40.5,1.56,1.73,6.7985,1125,0.06
8.3,9.25,373.2,42.1,1.13,1.72,6.7985,1125,0.058
8.29,9.3,373.5,42.5,1.06,1.77,6.78,1050,0.062
8.28,9.34,375.2,44.2,0.75,1.77,6.78,1050,0.068
8.27,9.41,377.8,46,1,1.74,6.78,1050,0.082
8.3,9.36,374.3,51.6,1.18,1.74,6.78,1050,0.09
8.34,8.99,369.7,46,1.41,1.75,6.78,1050,0.086
8.3,9.21,374.2,58.1,0.84,1.78,6.78,1050,0.085
8.27,9.25,375.7,54.8,1.3,1.79,6.776,1070,0.08
8.28,9.35,377.3,48.3,1.43,1.76,6.776,1070,0.079
8.28,9.41,377.6,47.6,1.11,1.77,6.776,1070,0.087
8.3,9.46,375.3,47,1.46,1.74,6.776,1070,0.091
8.35,9.15,370,45.4,1.39,1.76,6.776,1070,0.092
8.31,9.27,374.9,47.9,1.28,1.74,6.776,1070,0.087
8.32,9.34,374.6,45.6,1.06,1.81,6.77,1080,0.079
8.32,9.41,377.4,44.8,1.48,1.73,6.77,1080,0.076
8.31,9.39,376.7,44.6,1.03,1.75,6.77,1080,0.084
8.32,9.44,376.4,40,1.63,1.7,6.77,1080,0.093
8.33,9.41,377.3,40.3,1.27,1.75,6.77,1080,0.093
8.31,9.37,377.5,41.5,1.14,1.73,6.77,1080,0.089
8.32,9.4,378.6,42.3,1.27,1.72,6.7815,930.5,0.082
8.31,9.42,378.4,46.6,1.52,1.73,6.7815,930.5,0.084
8.29,9.51,380.7,41.5,1.35,1.72,6.7815,930.5,0.098
8.28,9.46,380.5,41.4,1.03,1.75,6.7815,930.5,0.099
8.28,9.44,381.9,38.2,1.3,1.76,6.7815,930.5,0.087
8.27,9.56,383.3,40.5,1.07,1.74,6.7905,802,0.079
8.28,9.53,383.1,39.8,1.43,1.71,6.7905,802,0.083
8.27,9.58,383.3,37.8,1.43,1.77,6.7905,802,0.093
8.27,9.58,382.6,39.3,1.46,1.76,6.7905,802,0.095
8.28,9.6,384.9,38.3,1.36,1.78,6.7905,802,0.091
8.28,9.57,384.7,40.1,1.14,1.77,6.796,725,0.079
8.29,9.56,383,39.4,1.2,1.72,6.796,725,0.072
8.29,9.6,386,37.6,1.14,1.73,6.796,725,0.067
8.31,9.53,382.8,34.3,1.04,1.74,6.796,725,0.069
8.28,9.49,384.7,36.9,1.49,1.75,6.796,725,0.066
8.3,9.53,385.2,39.5,1.14,1.75,6.7775,610.5,0.072
8.28,9.58,386.2,35.8,1.16,1.69,6.7775,610.5,0.076
8.3,9.6,383.2,37.6,1.3,1.72,6.7775,610.5,0.07
8.36,9.14,377,36.6,1.28,1.76,6.7775,610.5,0.067
8.32,9.37,380,37.2,1.34,1.72,6.7775,610.5,0.066
8.31,9.51,384,38.3,1.32,1.73,6.7425,759,0.065
8.28,9.52,384.7,33.3,0.99,1.69,6.7425,759,0.065
8.31,9.49,381.5,40,1.2,1.73,6.7425,759,0.064
8.36,8.99,375.4,38,1.09,1.74,6.7425,759,0.062
8.34,9.27,381.6,39.2,0.79,1.73,6.7425,759,0.062
8.34,9.27,381.6,39.2,0.79,1.73,8.3245,1160,0.062
8.32,9.3,381.2,39.9,1.53,1.73,6.726,901.5,0.06
8.33,9.3,384.2,40.3,1.13,1.7,6.726,901.5,0.058
8.33,9.36,382.4,33.3,1.01,1.73,6.726,901.5,0.062
8.34,9.27,383.3,39.8,1.19,1.78,6.726,901.5,0.06
8.33,9.29,383.5,35.5,1.32,1.75,6.726,901.5,0.058
8.3,9.42,386.3,39.4,1.14,1.72,6.716,1005,0.081
8.31,9.4,385.5,32.3,1.23,1.71,6.716,1005,0.077
8.3,9.46,387.6,34.1,1.09,1.72,6.716,1005,0.074
8.32,9.46,387,36,1.19,1.74,6.716,1005,0.071
8.31,9.44,387.5,31.1,1.63,1.76,6.716,1005,0.068
8.3,9.39,388.4,38.5,1.01,1.76,6.7155,1020,0.073
8.29,9.62,383.6,42.6,1.28,1.78,6.7155,1020,0.14
8.26,9.24,388.5,44.7,1.45,1.68,6.7155,1020,0.094
8.29,9.08,388.3,38.9,1.14,1.75,6.7155,1020,0.096
8.32,9.13,388.7,35.5,1.38,1.75,6.7125,1035,0.108
8.32,9.11,389.1,37.3,1.14,1.76,6.7125,1035,0.109
8.32,9.06,388.1,33.4,1.86,1.76,6.7125,1035,0.108
8.35,8.95,385.3,35.8,1.38,1.78,6.7125,1035,0.109
8.32,8.97,387.2,34,1.32,1.74,6.7125,1035,0.1
8.3,9.07,388,35.2,1.82,1.76,6.6945,1050,0.084
8.27,9.09,386.3,36.4,1.35,1.73,6.6945,1050,0.089
8.17,9.19,393.3,32.4,1.11,1.99,6.6945,1050,0.089
8.19,9.05,390.1,37.4,1.38,1.96,6.6945,1050,0.075
8.2,9.14,389.7,38.6,1.52,1.97,6.7,966,0.068
8.17,9.08,389.5,34.6,0.96,1.99,6.7,966,0.062
8.21,9.2,390.7,30.9,1.06,1.96,6.7,966,0.06
8.23,9.26,389.7,30.7,1.29,1.79,6.7,966,0.07
8.25,8.92,385.4,30.6,1.23,1.81,6.7,966,0.057
8.21,9.07,387.1,30.3,1.11,1.8,6.7,966,0.055
8.19,9.12,388.5,33.5,0.98,1.78,6.6885,903.5,0.059
8.21,9.15,390.6,32.2,1.1,1.79,6.6885,903.5,0.062
8.17,9.24,390.4,30.7,0.94,1.77,6.6885,903.5,0.087
8.22,9.34,389.2,29.5,1.07,1.76,6.6885,903.5,0.113
8.26,8.94,385.1,28.2,1.69,1.79,6.6885,903.5,0.097
8.22,9.12,386.8,32.2,1.23,1.75,6.709,916,0.075
8.21,9.14,389.5,31.8,1.12,1.81,6.709,916,0.103
8.2,9.15,390,33.6,1.25,1.77,6.709,916,0.123
8.23,9.27,389.2,33.1,1.49,1.79,6.709,916,0.123
8.19,8.88,383.6,31.7,1.42,1.79,6.709,916,0.111
8.25,9.03,388.3,32.2,1.3,1.81,6.709,916,0.105
8.27,9.09,389.1,30.8,1.04,1.79,6.7355,928,0.093
8.27,9.09,387.1,33.6,1.56,1.75,6.7355,928,0.086
8.27,9.1,388.8,30.4,1.18,1.78,6.7355,928,0.08
8.3,8.89,386,31.8,1.53,1.78,6.7355,928,0.087
8.28,9,387.8,35.1,1.4,1.81,6.778,939.5,0.068
8.28,9.1,388.2,33.8,1.42,1.78,6.778,939.5,0.068
8.31,9.16,389.6,32,1.27,1.78,6.778,939.5,0.005
8.31,9.27,389.4,30.7,1.25,1.79,6.778,939.5,0.062
8.34,8.85,384.2,28.2,1.53,1.76,6.778,939.5,0.058
8.33,9.01,386.9,30.7,1.73,1.73,6.778,939.5,0.06
8.32,9.11,390.5,31.3,0.96,1.78,6.8205,891,0.059
8.32,9.22,390.6,30.4,1.4,1.78,6.8205,891,0.063
8.3,9.3,391.8,31,1.27,1.81,6.8205,891,0.082
8.32,9.15,390.7,34.2,1.4,1.8,6.8205,891,0.098
8.33,8.81,384.8,34.7,1.68,1.81,6.8205,891,0.104
8.32,8.84,391.7,38.4,1.76,1.82,6.8205,891,0.094
8.29,8.92,392,38.6,1.4,1.85,6.816,840,0.081
8.31,8.95,393.5,39.6,1.57,1.84,6.816,840,0.094
8.33,8.95,391.9,37.6,1.54,1.83,6.816,840,0.068
8.33,9.07,390.9,37.6,1.52,1.79,6.816,840,0.067
8.33,9.08,392.4,39,1.8,1.85,6.816,840,0.063
8.33,9.11,392.5,38.4,1.44,1.84,6.816,840,0.064
8.32,8.98,391,38.9,1.2,1.84,6.8305,849.5,0.062
8.34,8.94,391.3,35.9,1.56,1.83,6.8305,849.5,0.066
8.34,8.85,391.8,34.2,1.52,1.8,6.8305,849.5,0.008
8.34,8.9,391.7,35.4,1.42,1.84,6.8305,849.5,0.087
8.33,8.88,389.6,33.8,1.12,1.81,6.8305,849.5,0.083
8.32,8.91,391.2,37.4,1.11,1.78,6.8305,849.5,0.08
8.32,8.92,391.6,35.8,1.53,1.81,6.9015,866.5,0.081
8.32,9.15,394.1,34.2,1.37,1.78,6.9015,866.5,0.082
8.33,9.12,393.6,33.1,1.45,1.75,6.9015,866.5,0.078
8.32,9.16,393.5,30.5,1.03,1.79,6.9015,866.5,0.078
8.34,9.12,394.2,30.2,1,1.8,6.9015,866.5,0.075
8.32,9.4,396.2,29.6,1.68,1.79,6.9015,866.5,0.076
8.32,9.6,398.7,32,1.1,1.76,7.0125,888.5,0.078
8.32,9.6,400.7,32.1,1.25,1.76,7.0125,888.5,0.083
8.32,9.8,402.5,32,1.25,1.78,7.0125,888.5,0.086
8.3,9.74,404.1,30.9,0.27,1.78,7.0125,888.5,0.092
8.31,9.83,405.4,33.6,0.74,1.79,7.0125,888.5,0.092
8.28,9.66,405.6,33.6,1.46,1.8,7.0125,888.5,0.092
8.3,9.68,408,31.2,0.98,1.77,6.953,1100,0.092
8.34,9.58,401.8,33.7,1.92,1.76,6.953,1100,0.079
8.35,9.51,401.7,34.5,1.69,1.72,6.953,1100,0.075
8.34,9.43,402.3,35.1,1.64,1.74,6.956,1515,0.075
8.34,9.43,402.2,35.7,1.88,1.76,6.956,1515,0.082
8.34,9.42,403.3,34.4,1.93,1.76,6.956,1515,0.101
8.33,9.49,402.3,35.5,2.13,1.75,6.956,1515,0.111
8.35,9.44,402.4,36.4,1.86,1.74,6.956,1515,0.1
8.35,9.48,401.5,34.6,1.82,1.73,6.956,1515,0.089
8.35,9.46,402.8,33.1,1.92,1.74,6.9785,1815,0.077
8.35,9.5,403.2,32.9,1.82,1.71,6.9785,1815,0.067
8.34,9.54,403.5,31.4,2.04,1.73,6.9785,1815,0.061
8.37,9.41,399.8,32.3,1.68,1.76,6.9785,1815,0.059
8.44,8.83,391.9,31.7,1.82,1.75,6.9785,1815,0.056
8.41,9.12,397.5,30.8,2.01,1.74,6.9785,1815,0.054
8.39,9.21,398,30.8,2,1.76,6.983,1815,0.051
8.36,9.31,400.4,30.5,1.88,1.75,6.983,1815,0.051
8.41,10.07,422.4,19.4,1.61,1.72,6.956,1405,0.05
8.42,9.96,418.4,19.2,1.96,1.72,6.879,1300,0.045
8.5,9.12,408.5,18.7,1.7,1.73,6.879,1300,0.043
8.47,9.44,412.6,18.8,1.5,1.77,6.879,1300,0.044
8.44,9.7,417.5,18.6,1.81,1.74,6.79,1400,0.043
8.44,9.73,420.4,18.4,1.99,1.71,6.79,1400,0.045
8.48,9.68,418.7,17.9,1.76,1.71,6.79,1400,0.044
8.48,9.46,414.8,17.5,1.63,1.72,6.79,1400,0.043
8.46,9.55,418.8,17.2,1.61,1.71,6.722,1255,0.042
8.48,9.35,1.4,154.4,1.66,1.66,6.722,1255,0.049
8.48,9.35,1.4,154.4,1.56,1.71,6.722,1255,0.045
8.48,9.35,1.4,154.4,1.81,1.68,6.722,1255,0.044
8.48,9.35,1.4,154.4,1.9,1.68,6.722,1255,0.042
8.48,9.35,1.4,154.4,1.64,1.68,6.6835,1079.5,0.041
8.48,9.35,1.4,154.4,1.66,1.7,6.6835,1079.5,0.043
8.47,9.7,409.5,16.8,1.63,1.71,6.6835,1079.5,0.047
8.48,9.62,413.1,16.4,1.66,1.73,6.6835,1079.5,0.047
8.46,9.8,415,16.8,1.75,1.7,6.7515,1145,0.048
8.45,9.84,416.4,16.5,1.76,1.69,6.7515,1145,0.046
8.44,10.05,418.3,16.8,1.61,1.68,6.7515,1145,0.05
8.43,10.13,420.5,16.9,2.06,1.68,6.7515,1145,0.047
8.44,10.14,420.1,18.2,1.63,1.7,6.7515,1145,0.05
8.44,10.14,420.8,19,2.16,1.67,6.7655,1265,0.047
8.45,10.13,421,17.9,1.74,1.65,6.7655,1265,0.046
8.48,10.19,419.6,17.3,1.55,1.65,6.7655,1265,0.046
8.49,10.12,416.7,17.1,1.66,1.66,6.7655,1265,0.045
8.51,9.96,419.4,18.8,1.94,1.66,6.7655,1265,0.045
8.49,9.9,418.7,17.8,1.74,1.67,6.722,1210,0.043
8.48,9.89,418.3,17.6,1.92,1.66,6.722,1210,0.044
8.48,10.09,420.2,17.2,1.53,1.63,6.722,1210,0.043
8.51,9.99,417.8,16.7,1.62,1.64,6.722,1210,0.042
8.51,9.81,416.4,17.9,1.82,1.64,6.722,1210,0.041
8.49,9.72,415.8,17.2,1.72,1.68,6.7315,1075,0.041
8.49,9.8,415.4,16,1.67,1.67,6.7315,1075,0.039
8.49,9.77,414.8,16.5,1.92,1.67,6.7315,1075,0.042
8.49,9.74,414.9,18.7,1.65,1.66,6.7315,1075,0.04
8.48,9.62,413.1,17.4,1.58,1.67,6.763,1245,0.042
8.48,9.64,416,16.6,1.56,1.65,6.763,1245,0.041
8.49,9.66,414.2,17.1,1.73,1.69,6.763,1245,0.04
8.49,9.65,414.7,16.7,2.09,1.63,6.763,1245,0.039
8.49,9.67,412.9,16.8,1.62,1.7,6.763,1245,0.039
8.49,9.6,413.7,16.4,1.84,1.67,6.823,1330,0.041
8.48,9.57,414.6,16,1.6,1.66,6.823,1330,0.038
8.49,9.6,416.3,16,2.26,1.64,6.823,1330,0.039
8.5,9.6,414.6,16,1.86,1.62,6.823,1330,0.039
8.48,9.55,415.2,16.9,1.62,1.67,6.823,1330,0.04
8.46,9.52,415.6,15.8,1.91,1.68,6.9255,1425,0.038
8.47,9.68,417.8,16.2,1.73,1.66,6.9255,1425,0.039
8.46,9.66,418.3,16.1,2.05,1.65,6.9255,1425,0.042
8.45,9.58,419.3,16.2,0.39,1.72,6.9255,1425,0.05
8.45,9.59,419.1,16.7,0.93,1.78,6.9255,1425,0.069
8.45,9.58,420.4,17.6,0.86,1.7,7.06,1625,0.057
8.45,9.49,419.4,16.1,1.96,1.71,7.06,1625,0.043
8.47,9.69,420.2,16.2,1.97,1.68,7.06,1625,0.043
8.46,9.62,421.1,16.1,2.19,1.68,7.06,1625,0.045
8.47,9.58,422,16.1,1.94,1.7,7.2645,2030,0.049
8.44,9.49,419.8,15.6,1.86,1.69,7.2645,2030,0.047
8.44,9.44,419.5,15.2,0.53,1.65,7.2645,2030,0.053
8.45,9.47,421.2,16.6,0.92,1.71,7.2645,2030,0.058
8.44,9.44,421.3,17,0.38,1.69,7.5495,2625,0.065
8.41,9.4,419.5,16,0.42,1.67,7.5495,2625,0.073
8.42,9.25,421.2,19.8,0.38,1.78,7.942,3370,0.005
8.41,9.48,425.3,15.9,1.84,1.6,7.942,3370,0.084
8.4,9.39,423.3,15.9,2.11,1.76,7.942,3370,0.095
8.39,9.33,425.3,16.5,1.71,1.75,7.942,3370,0.083
8.39,9.38,427.4,17.8,2.3,1.7,8.322,3620,0.068
8.38,9.49,427.1,17.5,1.94,1.73,8.322,3620,0.091
8.37,9.7,430.9,18,2,1.71,8.322,3620,0.109
8.35,9.81,432.5,18.6,1.95,1.74,8.322,3620,0.099
8.35,9.84,432.4,19.2,1.86,1.74,8.5765,4440,0.099
8.37,9.83,432.3,19,2.2,1.73,8.5765,4440,0.106
8.38,9.8,427.8,20.6,1.8,1.76,8.5765,4440,0.109
8.42,9.69,425.5,19.5,1.86,1.73,8.5765,4440,0.102
8.4,9.69,426.7,19,1.92,1.74,8.5765,4440,0.095
8.39,9.68,424.8,19.8,1.78,1.72,8.7505,5255,0.091
8.4,9.67,425.6,22,1.97,1.74,8.7505,5255,0.096
8.38,9.69,424.3,23.3,1.8,1.76,8.7505,5255,0.102
8.46,9.45,418,21.4,1.76,1.77,8.7505,5255,0.096
8.41,9.4,421.6,22.8,2.25,1.79,8.7505,5255,0.079
8.38,9.62,422.8,23.4,1.82,1.77,8.8135,5425,0.063
8.35,9.63,422.7,26.5,1.76,1.75,8.8135,5425,0.059
8.39,9.53,417.6,24.4,1.79,1.8,8.8135,5425,0.055
8.38,9.44,416.4,24.8,2.09,1.81,8.8135,5425,0.051
8.39,9.38,415.4,24.3,2.13,1.75,8.8135,5425,0.049
8.37,9.44,411,26.8,1.74,1.8,8.793,5080,0.058
8.36,9.36,409.4,32,1.76,1.85,8.793,5080,0.078
8.35,9.46,409.5,29.4,2.03,1.8,8.793,5080,0.09
8.36,9.5,408.7,29.2,2.11,1.81,8.793,5080,0.084
8.35,9.39,406.8,29.2,1.84,1.85,8.793,5080,0.07
8.39,9.27,401.6,30.7,2.13,1.86,8.72,4705,0.058
8.37,9.36,402.5,31,1.94,1.88,8.72,4705,0.053
8.38,9.32,400,31.1,2.12,1.88,8.72,4705,0.047
8.38,9.19,400.8,31.6,2.12,1.88,8.72,4705,0.045
8.36,9.28,401.3,31.5,2.03,1.94,8.72,4705,0.045
8.36,9.26,403,30.5,2.39,1.91,8.61,4250,0.05
8.34,9.31,405.8,30.9,1.78,1.93,8.61,4250,0.062
8.36,9.35,405.8,29.6,1.81,1.94,8.61,4250,0.073
8.37,9.22,403.7,29.6,1.96,1.96,8.61,4250,0.075
8.36,9.3,404.6,29.8,1.82,1.99,8.61,4250,0.069
8.35,9.26,408.8,29.9,2.08,1.98,8.4575,4040,0.058
8.33,9.3,408.7,28.8,2.35,1.95,8.4575,4040,0.053
8.37,9.47,407.4,30.2,1.9,1.96,8.4575,4040,0.055
8.4,9.34,404.8,29.7,1.63,1.98,8.4575,4040,0.067
8.36,9.3,405,30.9,2.01,1.97,8.4575,4040,0.067
8.33,9.32,408,31.2,1.79,1.96,8.3575,3400,0.065
8.33,9.49,408.7,31.2,1.71,1.96,8.3575,3400,0.063
8.33,9.53,409.3,30.4,2.04,1.93,8.3575,3400,0.062
8.35,9.63,408.9,30.4,2.04,1.93,8.3575,3400,0.062
8.4,9.64,407.8,28.5,1.65,1.91,8.3575,3400,0.06
8.34,9.63,410,28.9,1.71,1.96,8.3575,3400,0.062
8.33,9.71,409,27.9,2.18,1.91,8.2625,2970,0.064
8.36,9.73,411.3,27,1.87,1.91,8.2625,2970,0.06
8.36,9.77,413.3,26.5,1.98,1.9,8.2625,2970,0.068
8.35,9.77,412.6,27.2,1.85,1.9,8.2625,2970,0.085
8.36,9.76,414.7,24.8,1.74,1.86,8.2625,2970,0.082
8.35,9.7,415.7,25.3,2.06,1.88,8.2625,2970,0.076
8.36,9.72,416.3,25,2.01,1.85,8.1245,3025,0.071
8.36,9.75,416.2,23.9,1.74,1.88,8.1245,3025,0.066
8.36,9.72,418.2,23.2,1.97,1.88,8.1245,3025,0.079
8.35,9.73,418.5,23,1.74,1.84,8.1245,3025,0.095
8.36,9.72,419.7,22.6,1.82,1.89,8.1245,3025,0.094
8.36,9.67,419,22.5,1.95,1.85,8.1245,3025,0.078
8.34,9.61,420.4,21.9,1.65,1.84,7.99,2765,0.067
8.35,9.67,423.2,22,1.91,1.8,7.99,2765,0.065
8.36,9.61,426.4,21.8,1.65,1.79,7.99,2765,0.082
8.35,10.03,431.3,22.2,1.73,1.83,7.99,2765,0.099
8.37,9.48,422.8,23,2.17,1.82,7.99,2765,0.086
8.38,9.42,422.3,24.3,1.9,1.79,7.99,2765,0.074
8.38,9.4,423.4,21.7,1.8,1.84,7.85,2625,0.06
8.38,9.51,423.6,21.4,1.78,1.82,7.85,2625,0.065
8.37,9.52,422.9,18.9,1.74,1.8,7.85,2625,0.081
8.36,9.61,420.5,22.4,2.11,1.82,7.85,2625,0.087
8.4,9.61,418.2,20.3,1.92,1.81,7.85,2625,0.082
8.39,9.47,419.4,20.1,1.75,1.77,7.85,2625,0.07
8.36,9.52,419.1,21.9,1.9,1.8,7.725,2485,0.061
8.38,9.65,422,20.8,1.98,1.82,7.725,2485,0.057
8.38,9.68,422.4,22.2,1.78,1.77,7.725,2485,0.051
8.4,9.75,419.8,21.9,2.34,1.76,7.725,2485,0.05
8.45,9.53,415.8,21.1,2.01,1.78,7.725,2485,0.047
8.39,9.42,417.7,19.7,1.91,1.8,7.725,2485,0.044
8.38,9.45,418.5,19.8,1.87,1.8,7.6,2305,0.045
8.35,9.59,420.8,22.7,2.07,1.78,7.6,2305,0.058
8.37,9.67,421.6,21.8,1.87,1.78,7.6,2305,0.072
8.44,9.23,414,19.4,1.89,1.81,7.6,2305,0.089
8.37,9.36,417.2,23.4,1.94,1.79,7.6,2305,0.073
8.38,9.36,419.6,22.1,2.13,1.8,7.465,2085,0.063
8.4,9.58,421.3,21,1.68,1.8,7.465,2085,0.051
8.42,9.59,420.3,26.1,1.62,1.81,7.465,2085,0.047
8.4,9.51,420.4,24,1.96,1.8,7.465,2085,0.047
8.39,9.43,423.8,22.4,1.69,1.82,7.325,1880,0.065
8.4,9.46,426.2,22.2,1.82,1.78,7.325,1880,0.083
8.43,9.4,423.5,20,1.81,1.73,7.325,1880,0.084
8.4,9.33,426.9,20.5,1.92,1.76,7.325,1880,0.068
8.41,9.4,429.3,20.1,1.84,1.79,7.205,1695,0.066
8.38,9.42,433.2,20.9,1.79,1.76,7.205,1695,0.08
8.4,9.42,429.4,22.3,2.01,1.81,7.205,1695,0.09
8.41,9.37,429,21.3,2.2,1.8,7.205,1695,0.079
8.41,9.31,430.6,19.7,1.82,1.82,7.205,1695,0.066
8.4,9.39,433,22,1.86,1.77,7.105,1620,0.062
8.39,9.34,434.2,19.7,1.78,1.77,7.105,1620,0.065
8.4,9.35,433,20,1.89,1.78,7.105,1620,0.07
8.41,9.43,434.1,20.3,2.19,1.8,7.105,1620,0.067
8.4,9.4,435.4,19.6,1.62,1.76,7.105,1620,0.06
8.38,9.53,438.1,19.5,2.2,1.78,6.985,1495,0.054
8.38,9.54,441.8,20.3,1.79,1.75,6.985,1495,0.059
8.42,9.6,441.4,20.4,2.26,1.75,6.985,1495,0.066
8.43,9.54,437.4,19.8,1.92,1.73,6.985,1495,0.059
8.41,9.54,441.7,19.1,1.84,1.75,6.985,1495,0.055
8.39,9.42,443.9,19.8,1.81,1.73,6.925,1365,0.047
8.38,9.48,445.1,19.6,1.8,1.72,6.925,1365,0.047
8.44,9.8,448.2,19.7,1.89,1.72,6.925,1365,0.054
8.4,9.68,446.9,18.9,2.14,1.74,6.925,1365,0.052
8.4,9.58,445.9,18.4,1.78,1.76,6.86,1240,0.048
8.39,9.59,447.4,20.6,1.98,1.69,6.86,1240,0.046
8.39,9.74,447.6,20.9,2.29,1.8,6.86,1240,0.05
8.43,9.67,443.2,20.6,1.44,1.79,6.86,1240,0.048
8.4,9.61,443.7,22.1,1.09,1.78,6.86,1240,0.054
8.39,9.53,442.8,19.4,0.74,1.81,6.8,1160,0.048
8.39,9.59,444.9,20.3,1.06,1.78,6.8,1160,0.049
8.42,9.78,444.6,19.4,1.16,1.81,6.8,1160,0.05
8.42,9.67,443.3,19.2,1.56,1.83,6.8,1160,0.05
